image_name,tags
test_1307,primary
test_1308,clear primary
test_1309,primary
test_1310,clear primary
test_1311,primary road
test_1312,agriculture cloudy partly_cloudy primary road
test_1313,partly_cloudy primary water
test_1314,primary
test_1315,agriculture road
test_1316,clear primary
test_1317,clear primary
test_1318,agriculture clear habitation primary road
test_1319,clear primary
test_1320,clear primary
test_1321,clear primary
test_1322,clear primary
test_1323,clear primary
test_1324,clear primary
test_1325,clear primary
test_1326,clear primary
test_1327,primary
test_1328,clear primary road
test_1329,clear primary
test_1330,agriculture clear primary road
test_1331,primary
test_1332,agriculture clear primary
test_1333,clear primary
test_1334,clear cultivation habitation primary road
test_1335,clear primary
test_1336,clear primary
test_1337,clear primary
test_1338,agriculture clear primary road
test_1339,primary
test_1340,cloudy haze
test_1341,clear primary
test_1342,partly_cloudy primary
test_1343,primary
test_1344,clear primary
test_1345,agriculture clear partly_cloudy primary road
test_1346,agriculture clear primary water
test_1347,clear primary
test_1348,clear primary
test_1349,clear primary
test_1350,agriculture clear primary
test_1351,clear primary
test_1352,clear habitation primary
test_1353,agriculture clear primary
test_1354,partly_cloudy primary road
test_1355,agriculture clear habitation primary road water
test_1356,agriculture clear road
test_1357,clear primary
test_1358,clear primary
test_1359,clear primary
test_1360,cloudy primary
test_1361,agriculture clear primary road
test_1362,clear primary
test_1363,primary
test_1364,haze
test_1365,primary
test_1366,clear primary
test_1367,cloudy primary
test_1368,agriculture clear cultivation primary road
test_1369,agriculture clear haze primary road
test_1370,clear primary
test_1371,cloudy water
test_1372,cloudy water
test_1373,clear primary
test_1374,clear primary
test_1375,agriculture clear primary road
test_1376,agriculture clear primary
test_1377,agriculture primary
test_1378,clear primary
test_1379,partly_cloudy primary
test_1380,primary
test_1381,clear primary
test_1382,clear primary
test_1383,primary
test_1384,agriculture clear primary road
test_1385,clear primary
test_1386,primary
test_1387,agriculture clear primary road water
test_1388,clear primary
test_1389,clear primary
test_1390,clear primary
test_1391,clear primary
test_1392,clear primary
test_1393,agriculture primary water
test_1394,clear primary
test_1395,clear primary
test_1396,clear primary
test_1397,clear primary
test_1398,agriculture
test_1399,agriculture primary road water
test_1400,agriculture clear primary
test_1401,agriculture clear primary
test_1402,agriculture clear primary
test_1403,clear primary
test_1404,primary water
test_1405,clear primary
test_1406,clear primary
test_1407,partly_cloudy primary water
test_1408,clear primary
test_1409,agriculture clear primary
test_1410,primary
test_1411,clear primary
test_1412,clear primary
test_1413,cloudy haze partly_cloudy primary
test_1414,clear primary
test_1415,primary
test_1416,primary
test_1417,clear primary
test_1418,clear primary
test_1419,agriculture cloudy road
test_1420,clear primary
test_1421,clear primary
test_1422,clear primary
test_1423,clear primary
test_1424,clear primary
test_1425,primary
test_1426,primary
test_1427,clear primary water
test_1428,clear cultivation primary
test_1429,clear primary
test_1430,clear primary
test_1431,clear primary
test_1432,agriculture clear primary
test_1433,clear primary
test_1434,bare_ground partly_cloudy primary road water
test_1435,clear primary
test_1436,agriculture primary
test_1437,clear primary
test_1438,agriculture clear cloudy habitation road
test_1439,clear primary
test_1440,clear primary
test_1441,clear primary
test_1442,primary
test_1443,clear primary
test_1444,primary water
test_1445,primary
test_1446,agriculture clear primary
test_1447,clear primary
test_1448,clear primary
test_1449,clear primary
test_1450,cloudy primary
test_1451,partly_cloudy primary
test_1452,clear primary
test_1453,clear primary
test_1454,clear primary road
test_1455,primary
test_1456,clear primary
test_1457,cloudy
test_1458,agriculture clear primary road
test_1459,clear primary
test_1460,clear primary
test_1461,agriculture clear primary water
test_1462,clear primary
test_1463,primary road
test_1464,agriculture clear cultivation primary
test_1465,agriculture clear primary water
test_1466,clear primary
test_1467,clear primary
test_1468,clear primary
test_1469,agriculture clear primary
test_1470,primary
test_1471,agriculture clear primary
test_1472,clear primary
test_1473,clear primary
test_1474,clear primary
test_1475,bare_ground partly_cloudy primary road
test_1476,primary
test_1477,primary
test_1478,agriculture cultivation primary
test_1479,clear primary
test_1480,primary
test_1481,partly_cloudy primary
test_1482,agriculture clear habitation primary road water
test_1483,agriculture clear primary
test_1484,clear primary
test_1485,clear primary
test_1486,partly_cloudy primary road
test_1487,primary
test_1488,primary
test_1489,clear primary
test_1490,clear primary
test_1491,agriculture cultivation partly_cloudy primary
test_1492,clear primary
test_1493,clear primary
test_1494,agriculture clear primary road
test_1495,clear habitation primary
test_1496,agriculture habitation partly_cloudy primary
test_1497,partly_cloudy primary
test_1498,clear primary
test_1499,partly_cloudy primary
test_1500,agriculture clear primary
test_1501,clear primary
test_1502,clear primary
test_1503,clear primary
test_1504,clear primary
test_1505,partly_cloudy primary
test_1506,clear primary
test_1507,clear primary
test_1508,clear primary
test_1509,clear habitation primary road
test_1510,clear primary
test_1511,clear primary
test_1512,agriculture primary road water
test_1513,clear primary
test_1514,primary
test_1515,clear primary
test_1516,clear primary
test_1517,primary
test_1518,clear primary
test_1519,cloudy haze partly_cloudy
test_1520,clear primary
test_1521,agriculture clear primary road water
test_1522,clear primary
test_1523,cloudy
test_1524,clear primary
test_1525,partly_cloudy
test_1526,clear primary
test_1527,agriculture cloudy
test_1528,clear primary
test_1529,clear primary
test_1530,clear primary
test_1531,partly_cloudy primary
test_1532,clear primary
test_1533,cloudy haze
test_1534,agriculture primary
test_1535,primary
test_1536,cloudy
test_1537,clear primary
test_1538,clear primary
test_1539,clear primary
test_1540,clear primary
test_1541,clear primary
test_1542,cloudy
test_1543,clear primary
test_1544,agriculture clear primary road
test_1545,clear primary
test_1546,clear primary
test_1547,partly_cloudy primary water
test_1548,clear primary
test_1549,
test_1550,clear primary
test_1551,clear primary
test_1552,agriculture cultivation partly_cloudy primary water
test_1553,clear primary
test_1554,primary
test_1555,clear cultivation water
test_1556,clear primary
test_1557,clear cultivation primary water
test_1558,primary
test_1559,primary
test_1560,clear primary
test_1561,cloudy primary
test_1562,cloudy haze partly_cloudy
test_1563,clear primary
test_1564,clear primary water
test_1565,primary
test_1566,agriculture clear primary
test_1567,primary
test_1568,cloudy
test_1569,clear primary
test_1570,clear primary
test_1571,primary
test_1572,clear primary
test_1573,agriculture cloudy haze road
test_1574,clear primary
test_1575,agriculture clear primary
test_1576,clear primary
test_1577,clear primary
test_1578,agriculture clear primary road
test_1579,clear primary
test_1580,clear primary
test_1581,clear primary
test_1582,clear primary
test_1583,agriculture clear primary road
test_1584,primary
test_1585,clear primary
test_1586,clear primary
test_1587,agriculture clear primary road water
test_1588,clear primary
test_1589,agriculture clear primary road
test_1590,agriculture primary
test_1591,bare_ground clear primary water
test_1592,clear primary
test_1593,clear primary
test_1594,clear primary
test_1595,primary road
test_1596,clear primary
test_1597,clear primary
test_1598,clear primary
test_1599,clear primary
test_1600,primary water
test_1601,clear primary
test_1602,clear primary
test_1603,clear primary
test_1604,agriculture clear cultivation habitation primary road water
test_1605,clear primary
test_1606,cloudy haze
test_1607,clear primary
test_1608,clear primary
test_1609,clear primary
test_1610,clear primary
test_1611,primary
test_1612,clear primary
test_1613,clear cultivation primary
test_1614,agriculture partly_cloudy primary
test_1615,clear primary
test_1616,agriculture road
test_1617,clear habitation primary water
test_1618,primary
test_1619,primary
test_1620,clear primary
test_1621,clear primary
test_1622,clear primary
test_1623,primary
test_1624,clear primary
test_1625,primary
test_1626,agriculture primary
test_1627,clear primary water
test_1628,agriculture partly_cloudy primary
test_1629,clear primary
test_1630,agriculture
test_1631,clear primary
test_1632,clear primary
test_1633,primary
test_1634,agriculture clear habitation primary
test_1635,clear primary
test_1636,clear primary
test_1637,agriculture clear primary
test_1638,partly_cloudy primary
test_1639,clear primary road water
test_1640,clear primary
test_1641,agriculture clear primary road
test_1642,clear primary
test_1643,clear primary
test_1644,clear primary
test_1645,artisinal_mine clear cultivation primary
test_1646,agriculture primary road
test_1647,primary
test_1648,clear primary
test_1649,clear primary
test_1650,clear primary
test_1651,clear primary
